Date,Open,High,Low,Close,Adj Close,Volume
2017-11-02,166.600006,168.500000,165.279999,168.110001,166.186829,41393400
2017-11-03,174.000000,174.259995,171.119995,172.500000,170.526596,59398600
2017-11-06,172.369995,174.990005,171.720001,174.250000,172.256577,35026300
2017-11-07,173.910004,175.250000,173.600006,174.809998,172.810165,24361500
2017-11-08,174.660004,176.240005,174.330002,176.240005,174.223831,24409500
2017-11-09,175.110001,176.100006,173.139999,175.880005,173.867950,29482600
2017-11-10,175.110001,175.380005,174.270004,174.669998,173.292511,25145500
2017-11-13,173.500000,174.500000,173.399994,173.970001,172.598022,16982100
2017-11-14,173.039993,173.479996,171.179993,171.339996,169.988754,24782500
2017-11-15,169.970001,170.320007,168.380005,169.080002,167.746582,29158100
2017-11-16,171.179993,171.869995,170.300003,171.100006,169.750671,23637500
2017-11-17,171.039993,171.389999,169.639999,170.149994,168.808151,21899500
2017-11-20,170.289993,170.559998,169.559998,169.979996,168.639496,16262400
2017-11-21,170.779999,173.699997,170.779999,173.139999,171.774567,25131300
2017-11-22,173.360001,175.000000,173.050003,174.960007,173.580231,25588900
2017-11-24,175.100006,175.500000,174.649994,174.970001,173.590149,14026700
2017-11-27,175.050003,175.080002,173.339996,174.089996,172.717072,20716800
2017-11-28,174.300003,174.869995,171.860001,173.070007,171.705139,26428800
2017-11-29,172.630005,172.919998,167.160004,169.479996,168.143433,41666400
2017-11-30,170.429993,172.139999,168.440002,171.850006,170.494751,41527200
2017-12-01,169.949997,171.669998,168.500000,171.050003,169.701050,39759300
2017-12-04,172.479996,172.619995,169.630005,169.800003,168.460922,32542400
2017-12-05,169.059998,171.520004,168.399994,169.639999,168.302170,27350200
2017-12-06,167.500000,170.199997,166.460007,169.009995,167.677139,28560000
2017-12-07,169.029999,170.440002,168.910004,169.320007,167.984711,25673300
2017-12-08,170.490005,171.000000,168.820007,169.369995,168.034302,23355200
2017-12-11,169.199997,172.889999,168.789993,172.669998,171.308289,35273800
2017-12-12,172.149994,172.389999,171.460007,171.699997,170.345932,19409200
2017-12-13,172.500000,173.539993,172.000000,172.270004,170.911438,23818400
2017-12-14,172.399994,173.130005,171.649994,172.220001,170.861832,20476500
2017-12-15,173.630005,174.169998,172.460007,173.970001,172.598022,40169300
2017-12-18,174.880005,177.199997,174.860001,176.419998,175.028717,29421100
2017-12-19,175.029999,175.389999,174.089996,174.539993,173.163528,27436400
2017-12-20,174.869995,175.419998,173.250000,174.350006,172.975037,23475600
2017-12-21,174.169998,176.020004,174.100006,175.009995,173.629822,20949900
2017-12-22,174.679993,175.419998,174.500000,175.009995,173.629822,16349400
2017-12-26,170.800003,171.470001,169.679993,170.570007,169.224838,33185500
2017-12-27,170.100006,170.779999,169.710007,170.600006,169.254608,21498200
2017-12-28,171.000000,171.850006,170.479996,171.080002,169.730820,16480200
2017-12-29,170.520004,170.589996,169.220001,169.229996,167.895416,25999900
2018-01-02,170.160004,172.300003,169.259995,172.259995,170.901505,25555900
2018-01-03,172.529999,174.550003,171.960007,172.229996,170.871735,29517900
2018-01-04,172.539993,173.470001,172.080002,173.029999,171.665436,22434600
2018-01-05,173.440002,175.369995,173.050003,175.000000,173.619904,23660000
2018-01-08,174.350006,175.610001,173.929993,174.350006,172.975037,20567800
2018-01-09,174.550003,175.059998,173.410004,174.330002,172.955200,21584000
2018-01-10,173.160004,174.300003,173.000000,174.289993,172.915497,23959900
2018-01-11,174.589996,175.490005,174.490005,175.279999,173.897705,18667700
2018-01-12,176.179993,177.360001,175.649994,177.089996,175.693420,25418100
2018-01-16,177.899994,179.389999,176.139999,176.190002,174.800537,29565900
2018-01-17,176.149994,179.250000,175.070007,179.100006,177.687576,33888500
2018-01-18,179.369995,180.100006,178.250000,179.259995,177.846313,31193400
2018-01-19,178.610001,179.580002,177.410004,178.460007,177.052628,32425100
2018-01-22,177.300003,177.779999,176.600006,177.000000,175.604141,27108600
2018-01-23,177.300003,179.440002,176.820007,177.039993,175.643814,32689100
2018-01-24,177.250000,177.300003,173.199997,174.220001,172.846054,51105100
2018-01-25,174.509995,174.949997,170.529999,171.110001,169.760574,41529000
2018-01-26,172.000000,172.000000,170.059998,171.509995,170.157425,39143000
2018-01-29,170.160004,170.160004,167.070007,167.960007,166.635422,50640400
2018-01-30,165.529999,167.369995,164.699997,166.970001,165.653244,46048200
2018-01-31,166.869995,168.440002,166.500000,167.429993,166.109604,32478900
2018-02-01,167.169998,168.619995,166.759995,167.779999,166.456848,47230800
2018-02-02,166.000000,166.800003,160.100006,160.500000,159.234253,86593800
2018-02-05,159.100006,163.880005,156.000000,156.490005,155.255890,72738500
2018-02-06,154.830002,163.720001,154.000000,163.029999,161.744293,68243800
2018-02-07,163.089996,163.399994,159.070007,159.539993,158.281815,51608600
2018-02-08,160.289993,161.000000,155.029999,155.149994,153.926437,54390500
2018-02-09,157.070007,157.889999,150.240005,156.410004,155.809189,70672600
2018-02-12,158.500000,163.889999,157.509995,162.710007,162.084991,60819500
2018-02-13,161.949997,164.750000,161.649994,164.339996,163.708725,32549200
2018-02-14,163.039993,167.539993,162.880005,167.369995,166.727081,40644900
2018-02-15,169.789993,173.089996,169.000000,172.990005,172.325500,51147200
2018-02-16,172.360001,174.820007,171.770004,172.429993,171.767639,40176100
2018-02-20,172.050003,174.259995,171.419998,171.850006,171.189880,33930500
2018-02-21,172.830002,174.119995,171.009995,171.070007,170.412872,37471600
2018-02-22,171.800003,173.949997,171.710007,172.500000,171.837372,30991900
2018-02-23,173.669998,175.649994,173.539993,175.500000,174.825851,33812400
2018-02-26,176.350006,179.389999,176.210007,178.970001,178.282532,38162200
2018-02-27,179.100006,180.479996,178.160004,178.389999,177.704758,38928100
2018-02-28,179.259995,180.619995,178.050003,178.119995,177.435791,37782100
2018-03-01,178.539993,179.779999,172.660004,175.000000,174.327774,48802000
2018-03-02,172.800003,176.300003,172.449997,176.210007,175.533142,38454000
2018-03-05,175.210007,177.740005,174.520004,176.820007,176.140793,28401400
2018-03-06,177.910004,178.250000,176.130005,176.669998,175.991364,23788500
2018-03-07,174.940002,175.850006,174.270004,175.029999,174.357666,31703500
2018-03-08,175.479996,177.119995,175.070007,176.940002,176.260330,23774100
2018-03-09,177.960007,180.000000,177.389999,179.979996,179.288635,32185200
2018-03-12,180.289993,182.389999,180.210007,181.720001,181.021957,32207100
2018-03-13,182.589996,183.500000,179.240005,179.970001,179.278687,31693500
2018-03-14,180.320007,180.520004,177.809998,178.440002,177.754562,29368400
2018-03-15,178.500000,180.240005,178.070007,178.649994,177.963745,22743800
2018-03-16,178.649994,179.119995,177.619995,178.020004,177.336182,39404700
2018-03-19,177.320007,177.470001,173.660004,175.300003,174.626633,33446800
2018-03-20,175.240005,176.800003,174.940002,175.240005,174.566864,19649400
2018-03-21,175.039993,175.089996,171.259995,171.270004,170.612106,37054900
2018-03-22,170.000000,172.679993,168.600006,168.850006,168.201401,41490800
2018-03-23,168.389999,169.919998,164.940002,164.940002,164.306427,41028800
2018-03-26,168.070007,173.100006,166.440002,172.770004,172.106354,37541200
2018-03-27,173.679993,175.149994,166.919998,168.339996,167.693359,40922600
2018-03-28,167.250000,170.020004,165.190002,166.479996,165.840500,41668500
2018-03-29,167.809998,171.750000,166.899994,167.779999,167.135513,38398500
2018-04-02,166.639999,168.940002,164.470001,166.679993,166.039734,37586800
2018-04-03,167.639999,168.750000,164.880005,168.389999,167.743164,30278000
2018-04-04,164.880005,172.009995,164.770004,171.610001,170.950806,34605500
2018-04-05,172.580002,174.229996,172.080002,172.800003,172.136230,26933200
2018-04-06,170.970001,172.479996,168.199997,168.380005,167.733215,35005300
2018-04-09,169.880005,173.089996,169.850006,170.050003,169.396790,29017700
2018-04-10,173.000000,174.000000,171.529999,173.250000,172.584503,28408600
2018-04-11,172.229996,173.919998,171.699997,172.440002,171.777618,22431600
2018-04-12,173.410004,175.000000,173.039993,174.139999,173.471085,22889300
2018-04-13,174.779999,175.839996,173.850006,174.729996,174.058807,25124300
2018-04-16,175.029999,176.190002,174.830002,175.820007,175.144638,21578400
2018-04-17,176.490005,178.940002,176.410004,178.240005,177.555328,26605400
2018-04-18,177.809998,178.820007,176.880005,177.839996,177.156860,20754500
2018-04-19,173.759995,175.389999,172.660004,172.800003,172.136230,34808800
2018-04-20,170.600006,171.220001,165.429993,165.720001,165.083420,65491100
2018-04-23,166.830002,166.919998,164.089996,165.240005,164.605270,36515500
2018-04-24,165.669998,166.330002,161.220001,162.940002,162.314102,33692000
2018-04-25,162.619995,165.419998,162.410004,163.649994,163.021362,28382100
2018-04-26,164.119995,165.729996,163.369995,164.220001,163.589188,27963000
2018-04-27,164.000000,164.330002,160.630005,162.320007,161.696487,35655800
2018-04-30,162.130005,167.259995,161.839996,165.259995,164.625183,42427400
2018-05-01,166.410004,169.199997,165.270004,169.100006,168.450439,53569400
2018-05-02,175.229996,177.750000,173.800003,176.570007,175.891754,66539400
2018-05-03,175.880005,177.500000,174.440002,176.889999,176.210510,34068200
2018-05-04,178.250000,184.250000,178.169998,183.830002,183.123856,56201300
2018-05-07,185.179993,187.669998,184.750000,185.160004,184.448746,42451400
2018-05-08,184.990005,186.220001,183.669998,186.050003,185.335327,28402800
2018-05-09,186.550003,187.399994,185.220001,187.360001,186.640305,23211200
2018-05-10,187.740005,190.369995,187.649994,190.039993,189.309998,27989300
2018-05-11,189.490005,190.059998,187.449997,188.589996,188.589996,26212200
2018-05-14,189.009995,189.529999,187.860001,188.149994,188.149994,20778800
2018-05-15,186.779999,187.070007,185.100006,186.440002,186.440002,23695200
2018-05-16,186.070007,188.460007,186.000000,188.179993,188.179993,19183100
2018-05-17,188.000000,188.910004,186.360001,186.990005,186.990005,17294000
2018-05-18,187.190002,187.809998,186.130005,186.309998,186.309998,18297700
2018-05-21,188.000000,189.270004,186.910004,187.630005,187.630005,18400800
2018-05-22,188.380005,188.880005,186.779999,187.160004,187.160004,15240700
2018-05-23,186.350006,188.500000,185.759995,188.360001,188.360001,19467900
2018-05-24,188.770004,188.839996,186.210007,188.149994,188.149994,20401000
2018-05-25,188.229996,189.649994,187.649994,188.580002,188.580002,17461000
2018-05-29,187.600006,188.750000,186.869995,187.899994,187.899994,22369000
2018-05-30,187.720001,188.000000,186.779999,187.500000,187.500000,18690500
2018-05-31,187.220001,188.229996,186.139999,186.869995,186.869995,27482800
2018-06-01,187.990005,190.259995,187.750000,190.240005,190.240005,23250400
2018-06-04,191.639999,193.419998,191.350006,191.830002,191.830002,26132000
2018-06-05,193.070007,193.940002,192.360001,193.309998,193.309998,21566000
2018-06-06,193.630005,194.080002,191.919998,193.979996,193.979996,20933600
2018-06-07,194.139999,194.199997,192.339996,193.460007,193.460007,21347200
2018-06-08,191.169998,192.000000,189.770004,191.699997,191.699997,26656800
2018-06-11,191.350006,191.970001,190.210007,191.229996,191.229996,18308500
2018-06-12,191.389999,192.610001,191.149994,192.279999,192.279999,16911100
2018-06-13,192.419998,192.880005,190.440002,190.699997,190.699997,21638400
2018-06-14,191.550003,191.570007,190.220001,190.800003,190.800003,21610100
2018-06-15,190.029999,190.160004,188.259995,188.839996,188.839996,61719200
2018-06-18,187.880005,189.220001,187.199997,188.740005,188.740005,18484900
2018-06-19,185.139999,186.330002,183.449997,185.690002,185.690002,33578500
2018-06-20,186.350006,187.199997,185.729996,186.500000,186.500000,20628700
2018-06-21,187.250000,188.350006,184.940002,185.460007,185.460007,25711900
2018-06-22,186.119995,186.149994,184.699997,184.919998,184.919998,27200400
2018-06-25,183.399994,184.919998,180.729996,182.169998,182.169998,31663100
2018-06-26,182.990005,186.529999,182.539993,184.429993,184.429993,24569200
2018-06-27,185.229996,187.279999,184.029999,184.160004,184.160004,25285300
2018-06-28,184.100006,186.210007,183.800003,185.500000,185.500000,17365200
2018-06-29,186.289993,187.190002,182.910004,185.110001,185.110001,22737700
2018-07-02,183.820007,187.300003,183.419998,187.179993,187.179993,17731300
2018-07-03,187.789993,187.949997,183.539993,183.919998,183.919998,13954800
2018-07-05,185.259995,186.410004,184.279999,185.399994,185.399994,16604200
2018-07-06,185.419998,188.429993,185.199997,187.970001,187.970001,17485200
2018-07-09,189.500000,190.679993,189.300003,190.580002,190.580002,19756600
2018-07-10,190.710007,191.279999,190.179993,190.350006,190.350006,15939100
2018-07-11,188.500000,189.779999,187.610001,187.880005,187.880005,18831500
2018-07-12,189.529999,191.410004,189.309998,191.029999,191.029999,18041100
2018-07-13,191.080002,191.839996,190.899994,191.330002,191.330002,12513900
